,content,label
10,"Não foi autorizado pelo Turno OSS o overtorque na 
válvula DS1 devido possível hidrato, podendo quebrar a válvula, sendo assim, solicitado prosseguir para tentativa de fechamento da válvula DS2 
no painel da ANM, obtendo sucesso com seu fechamento, prosseguir com a operação somente com a DS2 
fechada.                                                                                                                - Realizado fechamento com (torque tool + chave garfo) da válvula DS2, no 
painel da ANM, com 80 lb.ft, 1/2 volta.                                                                                                                       - Solicitado pelo  Igor (Gestor de 
Integridade Submarina) que não prosseguisse com a operação sem que seja realizado o Fechamento da DS1, explicado que Fechar apenas uma, o 
fabricante não garante a manutenção da DHSV aberta. Além disso, vai expôr um dos pistões (cujo selo não é estanque  para gás) à migração de 
gás e formação, de fato, do hidrato. Esse hidrato pode ocorrer no circuito desse pistão, como pode ocorrer a montante, no circuito comum entre 
os pistões.",{'recommendations': []}
11," Realizada verificação do status  de válvula final ; (Foto 20) 
 Observado hidrato no bloco do conjunto, abaixo do painel ANM. Observado hidrato no bloco, abaixo do painel ANM.   
8.  Realizado teste funcional da válvula XO da ANM, conforme solicitação da UEP e liberação do EQSB , por e-mail; 
 Observado hidrato no bloco do conjunto, abaixo do painel ANM.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
12,"Trabalho autorizado pelo Pablo, operador da sala de controle; 
 
- Reunião pré-operacional com suporte remoto EQSB para alinhamento das etapas operacionais a 
   
serem seguidas; 
  - Inspeção seguindo orientações dos procedimentos, relatórios de serviço recebidos e orientações 
específicas do suporte remoto EQSB; 
 
- Descida do ROV até a profundidade de trabalho mobilizado com minicâmera, jateador e escova 
 
rotativa com cerdas de latão. 
 
 
4.2  ATIVIDADES DA OPERAÇÃO 
- Identificação do poço e registros fotográficos; 
- Monitoramento no Ponto #1 da cabeça de poço na Face #1 - Média de 22 bolhas / min;  
- Monitoramento no Ponto #2 da cabeça de poço na Face #1 - Média de 10 bolhas / min;  
- Monitoramento no Ponto #3 da cabeça de poço na Face #3 - Média de 12 bolhas / min;  
- Monitoramento no Ponto #4 da cabeça de poço na Face #3 - Média de 05 bolhas / min (Vide anexo 7 
para fotos); 
- Inspeção na região ao redor da cabeça do poço, onde não foi observado um novo ponto de 
exsudação. 
 
4.3  ATIVIDADES PÓS OPERAÇÃO 
- Realizado o contato com a Sala de Controle do FPSO P-70 para informar o término de inspeção. 
 
5  CONCLUSÃO 
Realizada a inspeção diferenciada visual sem plano de escape de fluido na ANM do poço 3-RJS-722, 
conforme o procedimento recebido e sem a ocorrência de anormalidades. Heading 197º - Média de 22 bolhas / min 
2 
 

FOTO 5 Heading 193º - Média de 10 bolhas / min 
   
FOTO 7 – FOTO 8 – Ponto de monitoramento #4 na Face 3  
 Heading 330º - Média de 12 bolhas / min    Heading 330º - Média de 5 bolhas / min 
 
3 
 
 
ANEXO 08 
 
ATAS OPERACIONAIS <suportebarco.oss@petrobras.com.br> 
Subject: INFORME DE ESCAPE DE GÁS/FLUIDO_RJS-722 INFORME DE ESCAPE DE GÁS/FLUIDO: 
1- Foi constatado que o escape intermitente de aproximadamente 22 bolhas/min. (No tempo de 15 
min = 330 bolhas no total). Foi constatado que o escape intermitente de aproximadamente 10 bolhas/min. (No tempo de 15 min = 
150 bolhas no total). 
E verificado também na face 3, no hdg = 330° um escape de fluido de baixa intensidade no solo marinho, ao 
lado da cabeça de poço (AAP). Foi constatado que o escape intermitente de aproximadamente 5 bolhas/min (no 
tempo de 15 min = 75 bolhas no total).","{'recommendations': [{'recommendation': 'opção 2', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 2', 'location': 'leito/solo marinho', 'type': 'escape de bolhas de gás'}]}"
13,"Descrição Detalhada da Anomalia
Orientações para preenchimento:
Durante a operação de Inspeção e investigação de possível hidrato nas válvulas de controle do SCM da ANM do BUZ-002 , foi necessário a 
utilização de valores de torques acima do TMO  100 Lb.",{'recommendations': []}
14,"Durante o monitoramento, foi identificado dois pontos 
de escape de fluido de coloração escura não identificada nos orifícios existentes na cabeça de poço embaixo 
do funil da BAP onde foi contabilizado aproximadamente 1 bolha por minuto (Fotos 10 e 15); 
  P-57 solicita o fechamento da W2 conforme item 1.15 do PO; 
  ROV realiza o fechamento da válvula W2 em Override com 7,6 voltas no sentido horário com 110lbf.ft (Fotos 
16 e 17); 
  P-57 solicita a abertura da W2 conforme item 1.19 do PO; 
  Realizado a abertura da válvula W2 em Override com 7,5 voltas no sentido anti-horário com 110lbf.ft (Fotos 
18 e 19); 
 Detalhe dos pontos de escape de fluido nos orifícios  Foto 14: Detalhe dos pontos de escape de fluido nos orifícios 
existentes na cabeça de poço em baixo do funil da BAP  existentes na cabeça de poço em baixo do funil da BAP 
   
Foto 15: Região com formação de possível hidrato no entorno da  Foto 16: -  A SERVIÇO DA PETROBRAS SA 
  ANEXOS: 2 
DP&T/ SUB/SSUB/MIS/MI-ARP - CONTRATOS: 5125.0103212.17.2 e 5125.0102907.16.2
 
6.  CONCLUSÕES 
  Realizada a abertura em override da válvula W2 do poço 7-JUB-51H-ESS / P-57 conforme PO_JUB-
51_Contingência_Inspeção e testes de integridade_rev0; 
  Foi identificado dois pontos de escape de fluido de coloração escura não identificada nos orifícios existentes 
na cabeça de poço em baixo do funil down da BAP onde foi contabilizado aproximadamente 1 bolha por 
minuto;  
  Realizado a coleta de fluido no funil down da BAP com o copo coletor.   Foi observado formação de possível hidrato no entorno da cabeça de poço JUB-51; 
","{'recommendations': [{'recommendation': 'opção 2', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'escape de bolhas de gás'}]}"
15,"Foi observado escape de gás  no bujão da válvula de XO da ANM ; 
 
  
Foto 9. Escape de gás no bujão da válvula de XO  da 
ANM  Foto 10. Panorâmica do escape de gás no bujão da 
válvula de XO da ANM SIM  ☐ NÃO  Escape de gás de pequena 
intensidade no bujão da válvula XO 
da ANM.  
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
16,"OBJETIVO 
Efetuar a manobra de abertura da válvula PIG-XO da BAP afim de efetuar a comunicação da linha de produção 
com a linha de serviço, para que UEP efetue o teste para eliminar a suspeita de hidrato. 
3.",{'recommendations': []}
17,"•  Foi observado escape de gás de baixa intensidade na interface ANM x CLF – Detalhe do ponto de escape de gás de 
Foto 26. Localização do ponto de escape de gás  de 
baixa intensidade na instrumentação do CLF, com 
baixa intensidade na interface ANM x CLF – Face 2 
formação de hidrato – Observado ponto de escape de gás de baixa intensidade na instrumentação do CLF, com formação de 
hidrato ; 
✓ Escape de gás de baixa intensidade na 
(H) Foi identificado algum tipo de escape de fluido?  ☒SIM ☐ NÃO  instrumentação do CLF, com formação 
de hidrato – Face 2. 
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
18,"Tree manifold antes da limpeza  Foto 2 - Formação de hidrato no bore de anular 
 
   
Foto 3 - Tree manifold após a limpeza  Foto 4 - Bore de anular após a limpeza","{'recommendations': [{'recommendation': 'opção 4', 'location': 'linha de anular do equipamento', 'type': 'hidrato'}]}"
19,"Dissociação de hidrato em equipamentos Realizar dissociação de hidrato nas linhas de controle da DHSV do poço 7-BUZ-14DA-RJS, em apoio à 
P-74. 
 
3.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
20,":  Realizado  transbordo  de  materiais  Aker  Wayfarer  X  SS-81, 
conforme (OS 6000594660). 
10h40 – 23h59: Realizada operação de dissociação de hidrato em equipamentos 
LW do poço (TFMC) – 13h05: Realizada operação de dissociação de hidrato em equipamentos 
LW do poço (TFMC) Realizado a prevenção de hidrato com a injeção de MEG via 
SOES.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
21,"OBJETIVO 
 Realizar insepção visual dos equipamentos instalados no poço MLS-222 em apoio a unidade P-40 na 
operação de dissociação de hidrato na LPO. 
3.","{'recommendations': [{'recommendation': 'opção 3', 'location': 'linha de produção do equipamento', 'type': 'hidrato'}]}"
22,"- ESCAPE DE GÁS [PI -ANM -EDG -18] 7 -AB-97HP -RJS / 7 -
AB-97HP -RJS / P -31 OS: 006000585547  
CAMPO  COORDENADAS UTM / SIRGAS 2000 / MC 39° INSTALAÇÃO  PROFUNDIDADE (m) OBJETIVO  
 Realizar inspeção diferenciada em busca de escape de gás no conjunto de equipamentos instalados na ANM 7-
AB-97HP -RJS interligado  à P-31. 
3. Todas as faces foram inspecionadas e não foi verificado o escape de gás nas faces 3 e 4, conforme relatado 
no PI -ANM -EDG -18.58384/2020.  Observado pequena exsudação do leito marinho (17 bolhas  / minuto)  na Face 2 visto da Face 3. CONC LUSÃO  
 Realiza da inspeção visual diferenciada  no conjunto da ANM do  7-AB-97HP -RJS e monitoramento q uanto 
a presença de escape de gás no poço ANM 7 -AB-97HP -RJS interligado a P -31 de forma integral,  seguindo 
informações da última PATEC e PE -2SUB -00431 -I, não sendo evidenciado qualquer escape de gás nas 
faces 3 e 4 conforme último PATEC.  Observado pequena exsudação do leit o marinho (17 bolhas/ minuto)  na Face 2 visto da Face 3.  
 
 
6.","{'recommendations': [{'recommendation': 'opção 2', 'location': 'leito/solo marinho', 'type': 'escape de bolhas de gás'}]}"
23,"INSPEÇÃO DIFERENCIADA  
OS:006000597817 
ESCAPE DE GÁS 3-RJS-190 / 3-RJS-190 / PCH-2 
Campo  UTM / SIRGAS 2000 / MC 039º W  Instalação  Profundidade (m) PO_INSPEÇÃO DIFERENCIADA – ESCAPE DE GÁS LOCALIZAÇÃO DO EVENTO 
 
 
 
 
 
Figura 1: Local de identificação do local do escape de gás. 
6. • 
Realizado o monitoramento da capa de teste da ANM, por 15 minutos, em 4 ciclos de tempo, sendo observado 
• 
escape de gás intermitente de média intensidade, já registrado em relatório anterior. Foto 22: Escape de gás. Foto 23: Escape de gás. 10.CONCLUSÃO 
Realizada inspeção da ANM do poço 3-RJS-190, para identificação de possível escape de gás;   
• 
Realizada inspeção do leito marinho, distante 5m da cabeça do poço, nas 4 faces da ANM; 
• 
Monitorado escape de gás intermitente de média intensidade na capa de teste da ANM; • 
Escape de gás informado à UEP; Escape de gás na capa de teste 
(H)  Foi identificado algum tipo de escape de fluido?  ☒SIM ☐ NÃO 
da ANM. 
(I)  Foi identificada alguma avaria no objeto de intervenção?  ☒SIM ☐ NÃO  - 
(J)  Foi identificado algum reparo no objeto de intervenção?  ☐SIM ☒ NÃO  - 
(K)  Foram identificados cruzamentos ou outras interferências?  ☐SIM ☒ NÃO  - 
(L)  Foi identificada a ocorrência de anomalias críticas?  ☐SIM ☒ NÃO  - 
11.OBSERVAÇÃO","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
24,"  Observado escape de gás intermitente de baixa intensidade no conector do anular, com fluxo aproximado de 
3 bolhas a cada 5 minutos. : 5 / 12 
SUBSEA7 DO BRASIL - A SERVIÇO DA PETROBRAS S/A 
ANEXOS: 2 
DP/SUB/SSUB/MIS/MI-AUP - CONTRATOS: 5125.0103212.17.2 e 5125.0102907.16.2 
   
5.  FOTOS 
   
Foto 1: Panorâmica do poço 3-NA-2-RJS.  Foto 2: Identificação do Equipamento – face 1. 
   
Foto 3:  Escape de gás de baixa intensidade no conector do  Foto 4: Corrosão no tampão e na aba do Bull Nose de 10” – 
anular – face 1.  face 1. Foto 29: Conector do anular, sem escape de gás, e monitaramento de 10 minutos – face 1. 
 
   
SUBSEA7  FISCALIZAÇÃO 
Wagner Alonso  Henrique Alexandre Cadete Fernandes 
SISPAT: 40087445  Matr. A conclusão desta operação, encontra-se abaixo: 
  Observado escape de gás intermitente de baixa intensidade no conector do anular, com fluxo aproximado de 3 
bolhas a cada 5 minutos (Código do RA 14.232), conforme já mencionado nos relatórios anteriores. Informado 
via telefone o escape de gás ao Sr. Rodrigo Araújo de Oliveira – Operador de produção da PNA 2; 
  Equipamento travado com Clamp; Observado escape de gás intermitente 
de baixa intensidade no conector do 
(H) Foi identificado algum tipo de escape de fluido?  ☒SIM  ☐ NÃO  anular, com fluxo aproximado de 3 
bolhas a cada 5 minutos.","{'recommendations': [{'recommendation': 'opção 4', 'location': 'linha de anular do equipamento', 'type': 'escape de bolhas de gás'}]}"
